Occurrence Date,Occurrence Hour,NIBRS Description,Offense Count,Premise
12/13/2018,21,Prostitution,1,"Hotel, Motel, ETC"
12/13/2018,21,Theft from motor vehicle,1,"Department, Discount Store"
12/13/2018,21,Simple assault,1,"Residence, Home (Includes Apartment)"
12/13/2018,21,Assisting or promoting prostitution,1,"Hotel, Motel, ETC"
12/13/2018,21,Motor vehicle theft,1,"Parking Lot, Garage"
12/13/2018,21,Theft of motor vehicle parts or accessory,1,"Residence, Home (Includes Apartment)"
12/13/2018,21,Forcible sodomy,1,"Residence, Home (Includes Apartment)"
12/13/2018,21,"Drug, narcotic violations",1,"Residence, Home (Includes Apartment)"
12/13/2018,21,Theft of motor vehicle parts or accessory,1,"Parking Lot, Garage"
12/13/2018,21,Theft of motor vehicle parts or accessory,1,"Residence, Home (Includes Apartment)"
12/13/2018,21,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)"
12/13/2018,21,Motor vehicle theft,1,"Parking Lot, Garage"
12/13/2018,21,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/13/2018,21,"Destruction, damage, vandalism",1,"Parking Lot, Garage"
12/13/2018,21,Theft of motor vehicle parts or accessory,1,"Residence, Home (Includes Apartment)"
12/13/2018,21,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)"
12/13/2018,21,Purse-snatching,1,"Parking Lot, Garage"
12/13/2018,22,"Drug, narcotic violations",1,"Highway, Road, Street, Alley"
12/13/2018,22,Weapon law violations,1,"Highway, Road, Street, Alley"
12/13/2018,22,Intimidation,1,"Residence, Home (Includes Apartment)"
12/13/2018,22,Robbery,1,"Highway, Road, Street, Alley"
12/13/2018,22,Simple assault,1,"Residence, Home (Includes Apartment)"
12/13/2018,22,Disorderly conduct,1,"Bar, Nightclub"
12/13/2018,22,Simple assault,1,Shelter-Mission/Homeless
12/13/2018,22,Trespass of real property,1,"Residence, Home (Includes Apartment)"
12/13/2018,22,Simple assault,1,"Residence, Home (Includes Apartment)"
12/13/2018,22,Aggravated Assault,2,"Residence, Home (Includes Apartment)"
12/13/2018,22,Simple assault,1,"Residence, Home (Includes Apartment)"
12/13/2018,22,"Destruction, damage, vandalism",1,"Highway, Road, Street, Alley"
12/13/2018,22,All other offenses,1,"Residence, Home (Includes Apartment)"
12/13/2018,22,Simple assault,2,"Residence, Home (Includes Apartment)"
12/13/2018,22,Motor vehicle theft,1,"Parking Lot, Garage"
12/13/2018,22,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)"
12/13/2018,22,Robbery,1,"Parking Lot, Garage"
12/13/2018,22,Theft from motor vehicle,1,"Parking Lot, Garage"
12/13/2018,22,Theft from motor vehicle,1,"Hotel, Motel, ETC"
12/13/2018,22,"Burglary, Breaking and Entering",1,Restaurant
12/13/2018,22,"Destruction, damage, vandalism",1,Speciality Store
12/13/2018,22,Theft from motor vehicle,1,"Hotel, Motel, ETC"
12/13/2018,22,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)"
12/13/2018,22,Simple assault,1,"Residence, Home (Includes Apartment)"
12/13/2018,22,"Burglary, Breaking and Entering",1,"Commercial, Office Building"
12/13/2018,22,Simple assault,2,"Highway, Road, Street, Alley"
12/13/2018,22,Theft from motor vehicle,1,"Parking Lot, Garage"
12/13/2018,22,Theft from motor vehicle,1,"Parking Lot, Garage"
12/13/2018,22,Theft from motor vehicle,1,"Parking Lot, Garage"
12/13/2018,22,Theft from motor vehicle,1,"Parking Lot, Garage"
12/13/2018,22,All other larceny,1,"Other, Unknown"
12/13/2018,22,All other larceny,1,"Other, Unknown"
12/13/2018,23,Intimidation,1,"Residence, Home (Includes Apartment)"
12/13/2018,23,Driving under the influence,1,"Highway, Road, Street, Alley"
12/13/2018,23,Aggravated Assault,1,"Residence, Home (Includes Apartment)"
12/13/2018,23,All other offenses,1,"Highway, Road, Street, Alley"
12/13/2018,23,Driving under the influence,1,"Highway, Road, Street, Alley"
12/13/2018,23,"Drug, narcotic violations",1,"Highway, Road, Street, Alley"
12/13/2018,23,Drug equipment violations,1,"Highway, Road, Street, Alley"
12/13/2018,23,All other offenses,1,"Residence, Home (Includes Apartment)"
12/13/2018,23,Driving under the influence,1,"Highway, Road, Street, Alley"
12/13/2018,23,"Drug, narcotic violations",1,"Highway, Road, Street, Alley"
12/13/2018,23,Simple assault,3,"Residence, Home (Includes Apartment)"
12/13/2018,23,"Destruction, damage, vandalism",1,"Airplane, Bus,Train Terminal"
12/13/2018,23,Simple assault,2,"Residence, Home (Includes Apartment)"
12/13/2018,23,Simple assault,1,"Highway, Road, Street, Alley"
12/13/2018,23,"Drug, narcotic violations",1,"Residence, Home (Includes Apartment)"
12/13/2018,23,Weapon law violations,1,"Residence, Home (Includes Apartment)"
12/13/2018,23,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)"
12/13/2018,23,Theft from motor vehicle,1,"Highway, Road, Street, Alley"
12/13/2018,23,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)"
12/13/2018,23,Theft from motor vehicle,1,"Parking Lot, Garage"
12/13/2018,23,"Credit card, ATM fraud",1,"Parking Lot, Garage"
12/13/2018,23,"Burglary, Breaking and Entering",1,Restaurant
12/13/2018,23,Motor vehicle theft,1,"Residence, Home (Includes Apartment)"
12/13/2018,23,Theft of motor vehicle parts or accessory,1,Auto Dealership New/Used
12/13/2018,23,Theft from motor vehicle,1,"Jail, Prison"
12/13/2018,23,All other offenses,1,"Residence, Home (Includes Apartment)"
12/14/2018,0,Simple assault,1,"Residence, Home (Includes Apartment)"
12/14/2018,0,Identify theft,1,"Residence, Home (Includes Apartment)"
12/14/2018,0,All other offenses,1,"Hotel, Motel, ETC"
12/14/2018,0,All other larceny,1,"Parking Lot, Garage"
12/14/2018,0,Motor vehicle theft,1,Convenience Store
12/14/2018,0,"Counterfeiting, forgery",1,"Parking Lot, Garage"
12/14/2018,0,All other offenses,1,"Parking Lot, Garage"
12/14/2018,0,"Destruction, damage, vandalism",1,"Commercial, Office Building"
12/14/2018,0,Driving under the influence,1,"Highway, Road, Street, Alley"
12/14/2018,0,"Drug, narcotic violations",1,"Parking Lot, Garage"
12/14/2018,0,Drug equipment violations,1,"Parking Lot, Garage"
12/14/2018,0,"Burglary, Breaking and Entering",1,"Commercial, Office Building"
12/14/2018,0,Motor vehicle theft,2,"Parking Lot, Garage"
12/14/2018,0,Theft from motor vehicle,1,"Hotel, Motel, ETC"
12/14/2018,0,Driving under the influence,1,"Highway, Road, Street, Alley"
12/14/2018,0,"Drug, narcotic violations",1,"Highway, Road, Street, Alley"
12/14/2018,0,"Drug, narcotic violations",1,"Highway, Road, Street, Alley"
12/14/2018,0,"Destruction, damage, vandalism",1,"Commercial, Office Building"
12/14/2018,0,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/14/2018,0,All other larceny,1,"Other, Unknown"
12/14/2018,0,"Destruction, damage, vandalism",1,"Other, Unknown"
12/14/2018,0,Identify theft,1,"Other, Unknown"
12/14/2018,0,Theft from building,1,"Other, Unknown"
12/14/2018,0,Motor vehicle theft,1,"Other, Unknown"
12/14/2018,1,Driving under the influence,1,"Highway, Road, Street, Alley"
12/14/2018,1,All other offenses,1,"Highway, Road, Street, Alley"
12/14/2018,1,Driving under the influence,1,"Highway, Road, Street, Alley"
12/14/2018,1,"Burglary, Breaking and Entering",1,Restaurant
12/14/2018,1,"Drug, narcotic violations",1,"Highway, Road, Street, Alley"
12/14/2018,1,"Destruction, damage, vandalism",1,"Bar, Nightclub"
12/14/2018,1,Simple assault,2,"Bar, Nightclub"
12/14/2018,1,Aggravated Assault,1,"Highway, Road, Street, Alley"
12/14/2018,1,Robbery,1,Restaurant
12/14/2018,1,"Burglary, Breaking and Entering",1,Speciality Store
12/14/2018,1,"Destruction, damage, vandalism",1,"Parking Lot, Garage"
12/14/2018,1,Simple assault,1,"Residence, Home (Includes Apartment)"
12/14/2018,1,All other larceny,1,"Bar, Nightclub"
12/14/2018,1,"Burglary, Breaking and Entering",1,"Bar, Nightclub"
12/14/2018,1,Theft from motor vehicle,1,"Parking Lot, Garage"
12/14/2018,1,Robbery,1,"Bar, Nightclub"
12/14/2018,1,All other larceny,1,"Other, Unknown"
12/14/2018,1,Theft from building,1,"Bar, Nightclub"
12/14/2018,1,Forcible rape,1,"Highway, Road, Street, Alley"
12/14/2018,1,All other larceny,1,"Bar, Nightclub"
12/14/2018,1,Intimidation,1,"Residence, Home (Includes Apartment)"
12/14/2018,2,"Drug, narcotic violations",1,"Highway, Road, Street, Alley"
12/14/2018,2,Driving under the influence,1,"Highway, Road, Street, Alley"
12/14/2018,2,Simple assault,1,"Bar, Nightclub"
12/14/2018,2,Driving under the influence,1,"Highway, Road, Street, Alley"
12/14/2018,2,Intimidation,1,"Residence, Home (Includes Apartment)"
12/14/2018,2,Driving under the influence,1,"Highway, Road, Street, Alley"
12/14/2018,2,Theft from motor vehicle,1,"Parking Lot, Garage"
12/14/2018,2,"Burglary, Breaking and Entering",1,"Commercial, Office Building"
12/14/2018,2,Driving under the influence,1,"Highway, Road, Street, Alley"
12/14/2018,2,Simple assault,1,"Residence, Home (Includes Apartment)"
12/14/2018,2,"Drug, narcotic violations",1,"Highway, Road, Street, Alley"
12/14/2018,2,Theft from motor vehicle,1,"Parking Lot, Garage"
12/14/2018,2,Driving under the influence,1,"Highway, Road, Street, Alley"
12/14/2018,2,Robbery,1,"Highway, Road, Street, Alley"
12/14/2018,2,"Burglary, Breaking and Entering",1,"Other, Unknown"
12/14/2018,2,"Destruction, damage, vandalism",1,"Other, Unknown"
12/14/2018,2,All other larceny,1,Convenience Store
12/14/2018,2,Theft of motor vehicle parts or accessory,1,"Parking Lot, Garage"
12/14/2018,2,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)"
12/14/2018,2,Motor vehicle theft,1,"Hotel, Motel, ETC"
12/14/2018,2,Motor vehicle theft,2,"Highway, Road, Street, Alley"
12/14/2018,2,Theft of motor vehicle parts or accessory,1,"Parking Lot, Garage"
12/14/2018,3,Simple assault,1,"Residence, Home (Includes Apartment)"
12/14/2018,3,Driving under the influence,1,"Highway, Road, Street, Alley"
12/14/2018,3,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/14/2018,3,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)"
12/14/2018,3,Simple assault,1,"Parking Lot, Garage"
12/14/2018,3,Motor vehicle theft,1,"Residence, Home (Includes Apartment)"
12/14/2018,3,"Burglary, Breaking and Entering",1,Speciality Store
12/14/2018,3,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/14/2018,3,"Burglary, Breaking and Entering",1,Restaurant
12/14/2018,3,Simple assault,1,"Other, Unknown"
12/14/2018,3,All other larceny,1,"Other, Unknown"
12/14/2018,4,"Drug, narcotic violations",1,"Highway, Road, Street, Alley"
12/14/2018,4,Driving under the influence,1,"Highway, Road, Street, Alley"
12/14/2018,4,Trespass of real property,1,"Residence, Home (Includes Apartment)"
12/14/2018,4,All other offenses,1,"Highway, Road, Street, Alley"
12/14/2018,4,Driving under the influence,1,"Highway, Road, Street, Alley"
12/14/2018,4,Simple assault,1,"Residence, Home (Includes Apartment)"
12/14/2018,4,All other larceny,1,"Residence, Home (Includes Apartment)"
12/14/2018,4,Motor vehicle theft,1,"Residence, Home (Includes Apartment)"
12/14/2018,4,Robbery,1,"Parking Lot, Garage"
12/14/2018,4,Simple assault,1,"Highway, Road, Street, Alley"
12/14/2018,4,Intimidation,1,"Bar, Nightclub"
12/14/2018,4,Simple assault,1,"Residence, Home (Includes Apartment)"
12/14/2018,4,Theft of motor vehicle parts or accessory,1,"Residence, Home (Includes Apartment)"
12/14/2018,4,Intimidation,1,"Residence, Home (Includes Apartment)"
12/14/2018,4,Theft from motor vehicle,1,"Commercial, Office Building"
12/14/2018,4,"Burglary, Breaking and Entering",1,Convenience Store
12/14/2018,4,"Destruction, damage, vandalism",1,Convenience Store
12/14/2018,4,Motor vehicle theft,1,"Parking Lot, Garage"
12/14/2018,4,Theft from motor vehicle,1,"Parking Lot, Garage"
12/14/2018,5,All other larceny,1,Convenience Store
12/14/2018,5,Disorderly conduct,1,"Highway, Road, Street, Alley"
12/14/2018,5,Motor vehicle theft,1,"Highway, Road, Street, Alley"
12/14/2018,5,Motor vehicle theft,1,"Service, Gas Station"
12/14/2018,5,Theft from motor vehicle,1,"Parking Lot, Garage"
12/14/2018,5,Theft from motor vehicle,1,"Parking Lot, Garage"
12/14/2018,5,Motor vehicle theft,1,"Parking Lot, Garage"
12/14/2018,5,"Destruction, damage, vandalism",1,"Parking Lot, Garage"
12/14/2018,5,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/14/2018,6,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)"
12/14/2018,6,"False pretenses, swindle",1,"Residence, Home (Includes Apartment)"
12/14/2018,6,Simple assault,2,"Residence, Home (Includes Apartment)"
12/14/2018,6,Aggravated Assault,1,"Parking Lot, Garage"
12/14/2018,6,Trespass of real property,1,"Parking Lot, Garage"
12/14/2018,6,Motor vehicle theft,1,"Highway, Road, Street, Alley"
12/14/2018,6,Theft from motor vehicle,1,"Parking Lot, Garage"
12/14/2018,6,Robbery,1,"Highway, Road, Street, Alley"
12/14/2018,6,"Drug, narcotic violations",1,"Highway, Road, Street, Alley"
12/14/2018,6,Motor vehicle theft,1,"Residence, Home (Includes Apartment)"
12/14/2018,6,All other offenses,1,Restaurant
12/14/2018,6,Motor vehicle theft,1,"Parking Lot, Garage"
12/14/2018,6,"Drug, narcotic violations",1,"Parking Lot, Garage"
12/14/2018,6,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/14/2018,6,All other offenses,1,"Highway, Road, Street, Alley"
12/14/2018,6,Simple assault,1,"Residence, Home (Includes Apartment)"
12/14/2018,7,"Destruction, damage, vandalism",1,"Commercial, Office Building"
12/14/2018,7,Trespass of real property,1,Restaurant
12/14/2018,7,All other offenses,1,"Government, Public Building"
12/14/2018,7,Aggravated Assault,1,"Residence, Home (Includes Apartment)"
12/14/2018,7,Shoplifting,1,Convenience Store
12/14/2018,7,"Burglary, Breaking and Entering",1,"Church, Synagogue, Temple"
12/14/2018,7,Trespass of real property,1,"Church, Synagogue, Temple"
12/14/2018,7,Theft from motor vehicle,1,"Parking Lot, Garage"
12/14/2018,7,Theft of motor vehicle parts or accessory,1,"Residence, Home (Includes Apartment)"
12/14/2018,7,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/14/2018,7,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/14/2018,7,All other larceny,1,"Highway, Road, Street, Alley"
12/14/2018,7,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/14/2018,8,"Credit card, ATM fraud",1,"Other, Unknown"
12/14/2018,8,"Credit card, ATM fraud",1,"Service, Gas Station"
12/14/2018,8,All other offenses,1,"Government, Public Building"
12/14/2018,8,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/14/2018,8,All other offenses,1,"Highway, Road, Street, Alley"
12/14/2018,8,Intimidation,1,"Commercial, Office Building"
12/14/2018,8,Intimidation,1,Shelter-Mission/Homeless
12/14/2018,8,Trespass of real property,1,"Drug Store, Doctors Office, Hospital"
12/14/2018,8,Simple assault,1,"Residence, Home (Includes Apartment)"
12/14/2018,8,Intimidation,1,"Residence, Home (Includes Apartment)"
12/14/2018,8,Simple assault,1,"Residence, Home (Includes Apartment)"
12/14/2018,8,"Destruction, damage, vandalism",1,"Parking Lot, Garage"
12/14/2018,8,Theft from motor vehicle,1,Shopping Mall
12/14/2018,8,Simple assault,1,"Residence, Home (Includes Apartment)"
12/14/2018,8,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/14/2018,8,Motor vehicle theft,1,"Parking Lot, Garage"
12/14/2018,8,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/14/2018,8,Motor vehicle theft,1,"Residence, Home (Includes Apartment)"
12/14/2018,8,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/14/2018,8,Shoplifting,1,"Drug Store, Doctors Office, Hospital"
12/14/2018,8,Theft of motor vehicle parts or accessory,1,"Highway, Road, Street, Alley"
12/14/2018,8,"Credit card, ATM fraud",1,"Residence, Home (Includes Apartment)"
12/14/2018,8,All other offenses,1,"Government, Public Building"
12/14/2018,8,"Credit card, ATM fraud",1,"Residence, Home (Includes Apartment)"
12/14/2018,9,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/14/2018,9,All other offenses,1,"Highway, Road, Street, Alley"
12/14/2018,9,All other offenses,1,"Government, Public Building"
12/14/2018,9,All other offenses,1,"Highway, Road, Street, Alley"
12/14/2018,9,"Credit card, ATM fraud",1,"Service, Gas Station"
12/14/2018,9,All other offenses,1,"Highway, Road, Street, Alley"
12/14/2018,9,"Counterfeiting, forgery",1,Speciality Store
12/14/2018,9,Robbery,1,Convenience Store
12/14/2018,9,Trespass of real property,1,"Residence, Home (Includes Apartment)"
12/14/2018,9,Theft from motor vehicle,1,"Highway, Road, Street, Alley"
12/14/2018,9,Motor vehicle theft,2,"Highway, Road, Street, Alley"
12/14/2018,9,All other offenses,1,"Highway, Road, Street, Alley"
12/14/2018,9,"Destruction, damage, vandalism",1,"Parking Lot, Garage"
12/14/2018,9,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/14/2018,9,Simple assault,3,"Parking Lot, Garage"
12/14/2018,9,All other larceny,1,"Airplane, Bus,Train Terminal"
12/14/2018,9,"Burglary, Breaking and Entering",1,Restaurant
12/14/2018,9,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/14/2018,9,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/14/2018,9,Theft from motor vehicle,1,"Parking Lot, Garage"
12/14/2018,9,Motor vehicle theft,1,"Parking Lot, Garage"
12/14/2018,9,All other larceny,1,"Parking Lot, Garage"
12/14/2018,9,All other larceny,1,"Residence, Home (Includes Apartment)"
12/14/2018,9,"False pretenses, swindle",1,"Residence, Home (Includes Apartment)"
12/14/2018,10,All other larceny,1,"Residence, Home (Includes Apartment)"
12/14/2018,10,Simple assault,1,"Parking Lot, Garage"
12/14/2018,10,Motor vehicle theft,1,"Other, Unknown"
12/14/2018,10,All other offenses,1,"Highway, Road, Street, Alley"
12/14/2018,10,Simple assault,1,"Highway, Road, Street, Alley"
12/14/2018,10,"Burglary, Breaking and Entering",1,Rental Storage Facility
12/14/2018,10,Shoplifting,1,Convenience Store
12/14/2018,10,All other offenses,1,"Highway, Road, Street, Alley"
12/14/2018,10,All other offenses,1,"Highway, Road, Street, Alley"
12/14/2018,10,Robbery,1,"Parking Lot, Garage"
12/14/2018,10,All other offenses,1,"Airplane, Bus,Train Terminal"
12/14/2018,10,Shoplifting,1,Convenience Store
12/14/2018,10,Shoplifting,1,Speciality Store
12/14/2018,10,All other offenses,1,Convenience Store
12/14/2018,10,Aggravated Assault,1,"Residence, Home (Includes Apartment)"
12/14/2018,10,All other larceny,1,Convenience Store
12/14/2018,10,Simple assault,1,"Residence, Home (Includes Apartment)"
12/14/2018,10,Theft from building,1,Restaurant
12/14/2018,10,Simple assault,1,"Residence, Home (Includes Apartment)"
12/14/2018,10,Intimidation,1,"Other, Unknown"
12/14/2018,10,Motor vehicle theft,1,"Parking Lot, Garage"
12/14/2018,10,Theft from motor vehicle,1,"Commercial, Office Building"
12/14/2018,10,Theft from motor vehicle,1,"Service, Gas Station"
12/14/2018,10,"Destruction, damage, vandalism",1,"Parking Lot, Garage"
12/14/2018,10,Theft from building,1,"Residence, Home (Includes Apartment)"
12/14/2018,10,Simple assault,1,"Residence, Home (Includes Apartment)"
12/14/2018,10,Simple assault,1,"Residence, Home (Includes Apartment)"
12/14/2018,10,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)"
12/14/2018,10,Theft from motor vehicle,1,"Parking Lot, Garage"
12/14/2018,10,Theft from motor vehicle,1,"Other, Unknown"
12/14/2018,10,All other offenses,1,"Residence, Home (Includes Apartment)"
12/14/2018,10,All other larceny,1,"Highway, Road, Street, Alley"
12/14/2018,10,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)"
12/14/2018,11,Theft from motor vehicle,1,"Parking Lot, Garage"
12/14/2018,11,Trespass of real property,1,Convenience Store
12/14/2018,11,All other offenses,1,"Residence, Home (Includes Apartment)"
12/14/2018,11,Weapon law violations,1,"Residence, Home (Includes Apartment)"
12/14/2018,11,Motor vehicle theft,1,"Highway, Road, Street, Alley"
12/14/2018,11,All other offenses,1,"Government, Public Building"
12/14/2018,11,Simple assault,1,"Service, Gas Station"
12/14/2018,11,All other offenses,1,"Highway, Road, Street, Alley"
12/14/2018,11,All other offenses,1,"Government, Public Building"
12/14/2018,11,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)"
12/14/2018,11,Motor vehicle theft,1,"Parking Lot, Garage"
12/14/2018,11,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/14/2018,11,Shoplifting,1,Convenience Store
12/14/2018,11,All other larceny,1,Convenience Store
12/14/2018,11,Theft from motor vehicle,1,"Highway, Road, Street, Alley"
12/14/2018,11,"Destruction, damage, vandalism",1,"Parking Lot, Garage"
12/14/2018,11,All other offenses,1,"Government, Public Building"
12/14/2018,11,Intimidation,1,"Residence, Home (Includes Apartment)"
12/14/2018,11,Shoplifting,1,"Grocery, Supermarket"
12/14/2018,11,Theft of motor vehicle parts or accessory,1,"Parking Lot, Garage"
12/14/2018,11,Theft from motor vehicle,1,"Parking Lot, Garage"
12/14/2018,11,Theft from motor vehicle,1,"Parking Lot, Garage"
12/14/2018,11,"Credit card, ATM fraud",1,"Other, Unknown"
12/14/2018,11,Theft from motor vehicle,1,"Highway, Road, Street, Alley"
12/14/2018,11,Theft from motor vehicle,1,"Parking Lot, Garage"
12/14/2018,11,"Destruction, damage, vandalism",1,"Highway, Road, Street, Alley"
12/14/2018,11,"Destruction, damage, vandalism",1,"Parking Lot, Garage"
12/14/2018,11,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/14/2018,11,Motor vehicle theft,1,"Residence, Home (Includes Apartment)"
12/14/2018,11,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/14/2018,11,Aggravated Assault,1,"Hotel, Motel, ETC"
12/14/2018,12,"Counterfeiting, forgery",1,"Bank, Savings & Loan"
12/14/2018,12,All other larceny,1,Rental Storage Facility
12/14/2018,12,"Credit card, ATM fraud",1,"Other, Unknown"
12/14/2018,12,All other offenses,1,"Residence, Home (Includes Apartment)"
12/14/2018,12,All other larceny,1,Construction Site
12/14/2018,12,All other larceny,1,"Parking Lot, Garage"
12/14/2018,12,"Counterfeiting, forgery",1,"Parking Lot, Garage"
12/14/2018,12,"Counterfeiting, forgery",1,"Commercial, Office Building"
12/14/2018,12,Intimidation,1,"Parking Lot, Garage"
12/14/2018,12,All other offenses,1,"Parking Lot, Garage"
12/14/2018,12,Robbery,1,"Parking Lot, Garage"
12/14/2018,12,All other offenses,1,"Highway, Road, Street, Alley"
12/14/2018,12,Shoplifting,1,Speciality Store
12/14/2018,12,Shoplifting,1,"Department, Discount Store"
12/14/2018,12,Trespass of real property,1,"Department, Discount Store"
12/14/2018,12,Simple assault,1,"Residence, Home (Includes Apartment)"
12/14/2018,12,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)"
12/14/2018,12,Intimidation,1,Speciality Store
12/14/2018,12,All other offenses,1,"Residence, Home (Includes Apartment)"
12/14/2018,12,All other offenses,1,Convenience Store
12/14/2018,12,All other offenses,1,"Other, Unknown"
12/14/2018,12,Simple assault,1,"Department, Discount Store"
12/14/2018,12,All other offenses,1,"Highway, Road, Street, Alley"
12/14/2018,12,"Drug, narcotic violations",1,"Highway, Road, Street, Alley"
12/14/2018,12,Theft from motor vehicle,1,"Parking Lot, Garage"
12/14/2018,12,All other offenses,1,"Other, Unknown"
12/14/2018,12,Identify theft,1,"Residence, Home (Includes Apartment)"
12/14/2018,12,Theft of motor vehicle parts or accessory,1,"Other, Unknown"
12/14/2018,12,Theft from motor vehicle,1,"Parking Lot, Garage"
12/14/2018,12,Motor vehicle theft,1,"Residence, Home (Includes Apartment)"
12/14/2018,12,"Destruction, damage, vandalism",1,"Parking Lot, Garage"
12/14/2018,12,All other larceny,1,"Residence, Home (Includes Apartment)"
12/14/2018,12,Aggravated Assault,1,"Highway, Road, Street, Alley"
12/14/2018,12,"False pretenses, swindle",1,"Residence, Home (Includes Apartment)"
12/14/2018,12,All other larceny,1,"Parking Lot, Garage"
12/14/2018,12,"Credit card, ATM fraud",1,"Other, Unknown"
12/14/2018,12,Theft from motor vehicle,1,"Parking Lot, Garage"
12/14/2018,12,Theft from building,1,"Department, Discount Store"
12/14/2018,12,Robbery,1,"Highway, Road, Street, Alley"
12/14/2018,12,Motor vehicle theft,1,"Highway, Road, Street, Alley"
12/14/2018,12,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/14/2018,12,All other larceny,1,"Other, Unknown"
12/14/2018,12,"Counterfeiting, forgery",1,"Commercial, Office Building"
12/14/2018,12,All other larceny,1,"Residence, Home (Includes Apartment)"
12/14/2018,12,"Burglary, Breaking and Entering",1,"Residence, Home (Includes Apartment)"
12/14/2018,13,"Counterfeiting, forgery",1,Convenience Store
12/14/2018,13,Simple assault,1,Restaurant
12/14/2018,13,All other offenses,1,"Parking Lot, Garage"
12/14/2018,13,All other offenses,1,"Parking Lot, Garage"
12/14/2018,13,Shoplifting,1,"Department, Discount Store"
12/14/2018,13,Simple assault,1,"Residence, Home (Includes Apartment)"
12/14/2018,13,"False pretenses, swindle",1,"Parking Lot, Garage"
12/14/2018,13,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)"
12/14/2018,13,Simple assault,1,Restaurant
12/14/2018,13,Shoplifting,1,Convenience Store
12/14/2018,13,Shoplifting,1,"Department, Discount Store"
12/14/2018,13,Simple assault,2,"Parking Lot, Garage"
12/14/2018,13,All other offenses,1,"Department, Discount Store"
12/14/2018,13,Shoplifting,1,"Department, Discount Store"
12/14/2018,13,Simple assault,1,"Residence, Home (Includes Apartment)"
12/14/2018,13,Shoplifting,1,Speciality Store
12/14/2018,13,All other offenses,1,"Highway, Road, Street, Alley"
12/14/2018,13,Theft from motor vehicle,1,"Parking Lot, Garage"
12/14/2018,13,Shoplifting,1,"Department, Discount Store"
12/14/2018,13,"Destruction, damage, vandalism",1,"Parking Lot, Garage"
12/14/2018,13,Theft from motor vehicle,1,"Parking Lot, Garage"
12/14/2018,13,Theft from motor vehicle,1,"Residence, Home (Includes Apartment)"
12/14/2018,13,All other larceny,1,"Residence, Home (Includes Apartment)"
12/14/2018,13,Simple assault,1,"Residence, Home (Includes Apartment)"
12/14/2018,13,Aggravated Assault,1,Auto Dealership New/Used
12/14/2018,13,Theft of motor vehicle parts or accessory,1,"Parking Lot, Garage"
12/14/2018,13,Theft of motor vehicle parts or accessory,1,"Parking Lot, Garage"
12/14/2018,13,Animal Cruelty,1,"Residence, Home (Includes Apartment)"
12/14/2018,13,All other larceny,1,"Residence, Home (Includes Apartment)"
12/14/2018,13,"Burglary, Breaking and Entering",1,"Government, Public Building"
12/14/2018,13,Theft from motor vehicle,1,"Parking Lot, Garage"
12/14/2018,14,All other offenses,1,"Government, Public Building"
12/14/2018,14,All other offenses,1,"Parking Lot, Garage"
12/14/2018,14,All other larceny,1,"Residence, Home (Includes Apartment)"
12/14/2018,14,"Destruction, damage, vandalism",1,"Residence, Home (Includes Apartment)"
